track,artist,spotify_playlist,spotify_charts,spotify_streams,apple_playlist,deezer_playlist,deezer_charts,shazam_charts,datetime,is_outlier
Heart On Ice,Rod Wave,70340.0,8592699.0,320136804.0,24.0,2.0,8128.0,1552968.0,2019-05-31,True
POP/STARS,K/DA,49066.0,6820467.0,352999804.0,16.0,10.0,27275.0,768827.0,2018-11-03,True
Ring (feat. Kehlani),Cardi B,25649.0,5257047.0,242105356.0,21.0,7.0,36419.0,1550411.0,2018-04-06,True
Potion (with Dua Lipa & Young Thug),Calvin Harris,38872.0,27661038.0,221965013.0,58.0,62.0,1596584.0,1046181.0,2022-05-27,True
Pï¿½ï¿½gina De Ex - Ao Vivo N,Mari Fernandez,920.0,16028156.0,13842105.0,4.0,11.0,805419.0,10827.0,2024-04-26,False
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,247483.0,44736824.0,1431126152.0,95.0,69.0,289282.0,142030.0,2011-10-11,False
NEW MAGIC WAND,"Tyler, The Creator",145653.0,18875661.0,617991511.0,16.0,8.0,73030.0,1512216.0,2019-05-17,True
Taaron Ke Shehar,Neha Kakkar,7017.0,3232549.0,95962246.0,2.0,15.0,237120.5,198978.0,2020-09-20,True
Monster,LUM!X,84886.0,16138519.0,324575469.0,25.0,27.0,599230.0,3588080.0,2019-04-19,True
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misiï¿½,3730.0,5697401.0,35185414.0,21.0,3.0,21209.0,143569.0,2024-03-28,False
River (feat. Ed Sheeran),Eminem,95470.0,18564708.0,830410811.0,49.0,24.0,54375.0,4748281.0,2017-12-15,True
Churchill Downs (feat. Drake),Jack Harlow,59992.0,11239045.0,153857576.0,11.0,15.0,237120.5,577230.0,2022-05-06,True
Wide Awake,Katy Perry,47976.0,35749050.0,447997798.0,29.0,14.0,144663.0,4506047.0,2012-01-01,True
Eyvah Neye Yarar,Semicenk,2618.0,767611.0,27235294.0,2.0,1.0,1566667.0,121649.0,2023-12-15,False
Lush Life,Zara Larsson,151855.0,83732411.0,1429205245.0,200.0,126.0,2293474.0,9877808.0,2015-06-05,True
Kitty,Kenia OS,703.0,18729564.0,23061213.0,11.0,18.0,214885.0,37878.0,2024-04-23,False
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,10142.0,5412622.0,184580310.0,9.0,15.0,237120.5,203774.0,2023-03-04,True
Wildberry Lillet,Nina Chuba,46697.0,7654058.0,161145820.0,25.0,10.0,582833.0,647249.0,2022-08-12,True
Amapiano,Asake,21556.0,4941800.0,68990989.0,53.0,5.0,101774.0,721377.0,2023-05-23,True
Hola Seï¿½ï¿½o,GIMS,42423.0,5969962.0,208249257.0,78.0,19.0,684768.0,3459196.0,2019-04-25,True
M.A (Mejores Amigos),BM,26160.0,3816329.0,179475517.0,2.0,4.0,139218.0,401773.0,2022-09-20,True
Take A Bite,beabadoobee,2529.0,28016380.0,18634348.0,35.0,15.0,156944.0,31394.0,2024-05-09,False
Dream Girl - Remix,Ir Sais,56563.0,16313578.0,289196126.0,72.0,10.0,281695.0,1102746.0,2019-12-06,True
Me Enamorï¿,Shakira,32035.0,11367243.0,388986035.0,52.0,41.0,299770.0,3095680.0,2017-01-01,True
Geri Dï¿½ï¿½nem,Semicenk,11465.0,6557932.0,111150894.0,7.0,1.0,1089.0,208321.0,2023-05-05,True
Gimmie A Light,Ice Spice,1005.0,21736311.0,8734499.0,22.0,13.0,453247.0,39843.0,2024-05-10,False
on the street (with J. Cole),j-hope,21804.0,15669021.0,183683364.0,15.0,1.0,207.0,317811.0,2023-03-03,True
LOST FOREVER,Travis Scott,33290.0,3109142.0,66878719.0,5.0,1.0,237120.5,149968.0,2023-07-28,False
Bad and Boujee (feat. Lil Uzi Vert),Migos,1317.0,319309.0,936450891.0,27.0,15.0,237120.5,521405.0,2016-10-28,True
What Ifs (feat. Lauren Alaina),Kane Brown,45773.0,14539681.0,516523975.0,39.0,3.0,4887.0,1925032.0,2016-12-02,True
I Got Love,MiyaGi,235.0,30808.0,136456221.0,28.0,15.0,237120.5,854584.0,2018-05-15,True
SET ME FREE,TWICE,11752.0,4854730.0,117186345.0,11.0,3.0,52357.0,191507.0,2023-03-10,True
Say Something,A Great Big World,116991.0,57390894.0,1064534331.0,102.0,71.0,421702.0,12937536.0,2013-11-04,True
Cake By The Ocean - Cover,MUSIC LAB JPN,32312.5,13259481.0,1617307191.0,28.0,15.0,237120.5,854584.0,2023-05-12,True
Por Dentro,Rels B,7383.0,10819131.0,105759424.0,10.0,21.0,12178185.0,114185.0,2023-11-23,False
You Belong With Me,Taylor Swift,87942.0,27210610.0,643828366.0,45.0,19.0,138459.0,3063470.0,2008-01-01,True
"Sex, Drugs, Etc.",Beach Weather,160628.0,48988304.0,818926915.0,37.0,36.0,344006.0,3388780.0,2016-11-04,True
Tchuco Nela,MC Rogerinho,14889.0,8354745.0,154127881.0,5.0,26.0,213644.0,136448.0,2022-04-08,False
Californication,Red Hot Chili Peppers,276377.0,115315508.0,1405353677.0,2.0,268.0,1064069.0,854584.0,1999-06-08,True
La Mordidita,Ricky Martin,35991.0,11957152.0,301574752.0,45.0,22.0,49244.0,3635979.0,2015-02-10,True
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,40536.0,3970533.0,921936314.0,71.0,5.0,3333.0,2690190.0,2017-03-10,True
One in a Million,Bebe Rexha,17147.0,65679098.0,109868838.0,48.0,42.0,866250.0,408957.0,2023-08-04,True
Playing Games,Summer Walker,26786.0,5711358.0,177369022.0,35.0,8.0,558639.0,1548061.0,2019-08-23,True
Often,The Weeknd,142822.0,40628124.0,982399328.0,47.0,26.0,235234.0,2317956.0,2014-01-01,True
Balanï¿½ï¿½o da ,Matheus Fernandes,19268.0,14221320.0,237867475.0,27.0,24.0,378419.0,151448.0,2022-02-24,False
Better Things,aespa,7731.0,5625254.0,72446983.0,20.0,5.0,86890.0,106424.0,2023-08-18,False
CCC - Remix,Michelle Maciel,8847.0,5073881.0,127818826.0,5.0,7.0,629291.0,229633.0,2023-09-01,True
Carnival,Kanye West,324.0,228188.0,465320426.0,26.0,15.0,237120.5,854584.0,2024-02-08,True
Swag Se Swagat,Neha Bhasin,4244.0,2598110.0,22317486.0,12.0,15.0,237120.5,389397.0,2017-12-12,True
SEVILLA,Thrife,23652.0,1011837.0,26054526.0,1.0,1.0,2681.0,298281.0,2022-08-12,True
Chana Tera Shukriya,Tanveer Anjum,4.0,95.0,9015.0,28.0,15.0,237120.5,212.0,2023-07-15,False
Caramelo - Remix,Leoo Remix,82.0,2477.0,144767.0,28.0,15.0,237120.5,854584.0,2020-10-01,True
GHOST!,phonk.me,24672.0,15850206.0,127080399.0,7.0,5.0,124957.0,311493.0,2022-12-02,True
CUTE DEPRESSED,Dyan Dxddy,3729.0,21277335.0,54477192.0,2.0,1.0,378.0,120049.0,2024-02-02,False
Inolvidable,Ovy On The Drums,38487.0,8731809.0,256133319.0,8.0,12.0,11915.0,1247248.0,2020-01-15,True
Lioness,Swedish House Mafia,776.0,49144891.0,2480498.0,24.0,23.0,1512955.0,13506.0,2024-06-07,False
Zombie,Bad Wolves,77293.0,8225027.0,391235723.0,9.0,8.0,9221.0,5361011.0,2018-01-19,True
NI BIEN NI MAL,Bad Bunny,57617.0,14966162.0,461199840.0,14.0,13.0,23140.0,889933.0,2018-12-23,True
MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,12970.0,4805498.0,132811353.0,9.0,4.0,79090.0,212091.0,2023-02-23,True
My Heart Goes (La Di Da),Becky Hill,57447.0,23619962.0,300361628.0,94.0,47.0,408539.0,1988562.0,2021-08-20,True
Candy Shop,50 Cent,219091.0,69258950.0,954807024.0,76.0,49.0,662226.0,6300407.0,2005-01-01,True
ONLY,LeeHi,50340.0,7777287.0,335212411.0,8.0,1.0,1895.0,959210.0,2021-08-27,True
Avalon,$uicideboy$,54797.0,3940409.0,204669341.0,2.0,15.0,237120.5,288456.0,2021-05-21,True
Puro Campeï¿½,Grupo Marca Registrada,20521.0,5076875.0,162996272.0,5.0,15.0,237120.5,338327.0,2022-10-14,True
Esperï¿½ï¿½n,Manuel Turizo,25970.0,7253202.0,333106545.0,18.0,11.0,140309.0,1055124.0,2017-12-07,True
Gas Pedal,Sage The Gemini,57350.0,12202121.0,253903241.0,25.0,6.0,23224.0,2408827.0,2013-03-19,True
Landmines,Sum 41,6754.0,7014623.0,18708085.0,14.0,4.0,159332.0,325793.0,2023-09-27,True
Flowers,Miley Cyrus,1.0,92.0,2031280633.0,28.0,15.0,237120.5,854584.0,2023-01-12,True
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,19814.0,4852560.0,54611633.0,38.0,4.0,16548.0,854584.0,2023-04-28,True
DANCE CRIP,Trueno,50642.0,5259227.0,265253887.0,25.0,10.0,117988.0,854584.0,2021-11-17,True
stellar,.diedlonely,6022.0,1268699.0,44235866.0,4.0,1.0,43207.0,363177.0,2023-06-23,True
En Tu Perra Vida,Grupo Firme,24857.0,13763202.0,265126606.0,14.0,2.0,3684.0,801181.0,2021-05-12,True
Malibu,Miley Cyrus,87422.0,33951824.0,810044838.0,136.0,69.0,429231.0,3225942.0,2017-05-11,True
Skin and Bones,David Kushner,9185.0,8922438.0,70354552.0,17.0,19.0,64690.0,854584.0,2024-01-19,True
Shut up My Moms Calling - (Sped Up),Hotel Ugly,54042.0,7715768.0,428290193.0,2.0,2.0,27653.0,697563.0,2022-09-14,True
Spinnin,Connor Price,49659.0,12999272.0,164206429.0,1.0,15.0,237120.5,776674.0,2022-10-21,True
Baby Shark,Super Simple Songs,4005.0,631145.0,53980875.0,2.0,2.0,2138.0,21831.0,2017-03-24,False
BARBIEZ,Fuerza Regida,6289.0,7279462.0,90149537.0,10.0,2.0,318.0,333572.0,2023-10-20,True
Coladin,Zï¿½ï¿½ Vaqu,5563.0,9739787.0,68110254.0,13.0,25.0,498753.0,71663.0,2022-10-27,False
"Coca Cola (From ""Luka Chuppi"")",Tony Kakkar,8746.0,5016334.0,84890640.0,17.0,15.0,237120.5,141007.0,2019-02-04,False
Los Botones Azules,Junior H,35760.0,13777862.0,409608018.0,17.0,3.0,173358.0,522412.0,2022-02-11,True
All By Myself,Alok,23576.0,35626223.0,153478699.0,66.0,74.0,2068935.0,1187709.0,2022-10-07,True
Dj Balada Boa X Pika Pika Kawenimeri,DJ USUP,285.0,25137.0,302568.0,28.0,15.0,237120.5,854584.0,2022-03-02,True
Joli bï¿½ï¿,Naza,35653.0,2205297.0,131677140.0,28.0,13.0,168510.0,1009225.0,2020-09-11,True
Time of Our Lives,Pitbull,203125.0,103528914.0,1283683926.0,140.0,55.0,140012.0,8020959.0,2014-11-17,True
Blood // Water,grandson,132079.0,18302636.0,658966178.0,10.0,19.0,142206.0,854584.0,2017-10-27,True
Famous Hoes,NLE Choppa,37176.0,2555897.0,126680278.0,3.0,3.0,7366.0,225260.0,2019-12-10,True
AMOR PROPIO,Grupo Frontera,3988.0,5490306.0,59582290.0,4.0,6.0,7084186.0,181211.0,2023-10-19,True
Wreckage,Pearl Jam,887.0,15777506.0,6247901.0,20.0,5.0,199564.0,83381.0,2024-04-17,False
This Town,Niall Horan,107486.0,73687531.0,957810500.0,104.0,28.0,109552.0,5142901.0,2016-09-29,True
Maybe Youï¿½ï¿½ï¿½re The P,Ava Max,24137.0,10925511.0,181659395.0,53.0,29.0,602060.0,1366573.0,2022-04-28,True
Lil Bit,Nelly,40989.0,10401884.0,250828412.0,47.0,3.0,78.0,1557518.0,2020-10-23,True
Nenas,Anni K,5.0,22387.0,22362.0,28.0,15.0,237120.5,854584.0,2022-11-25,True
Rainy Days,V,10383.0,13943814.0,253540909.0,4.0,7.0,115953.0,258925.0,2023-08-11,True
Disaster,KSLV Noh,72424.0,23939335.0,258379092.0,12.0,2.0,83044.0,1139004.0,2021-06-21,True
Feelings,Sumit Goswami,4380.0,426039.0,42067554.0,28.0,15.0,237120.5,125809.0,2020-07-07,False
Trouble With A Heartbreak,Jason Aldean,10962.0,1379201.0,54488988.0,28.0,1.0,8054.0,854584.0,2022-01-14,True
Los Collares,Oscar Maydon,23892.0,9122511.0,332741927.0,5.0,15.0,237120.5,332463.0,2022-09-30,True
BLAQ ON BLAQ (feat. Luciano),HoodBlaq,1347.0,7618938.0,8033479.0,11.0,6.0,2740152.0,11608.0,2024-05-30,False
Memories (feat. Kid Cudi),Kid Cudi,261469.0,53941189.0,923932404.0,64.0,62.0,1176459.0,8619668.0,2008-12-05,True
It's That Time,Marlon Hoffstadt,28087.0,18522511.0,29365536.0,4.0,4.0,84348.0,343152.0,2023-04-21,True
Do Not Climb,Claps,11.0,237.0,2723.0,28.0,15.0,237120.5,854584.0,2023-03-16,True
Mï¿½ï¿½lanine (feat. Were,Heuss L'enfoirï¿,1528.0,6768397.0,14500608.0,18.0,16.0,18340167.0,201571.0,2024-05-03,True
Bakkal Amca,Kukuli,850.0,54262.0,5755295.0,28.0,15.0,237120.5,22228.0,2021-05-10,False
Martes 13,Luis R Conriquez,967.0,11244203.0,12809544.0,7.0,1.0,33919.0,55391.0,2024-05-17,False
Jom ka du me tï¿½ï¿,Dafina Zeqiri,208.0,567656.0,1196257.0,2.0,15.0,237120.5,7750.0,2024-05-31,False
BellaBella,Vanco,12.0,142.0,3835.0,28.0,15.0,237120.5,854584.0,2017-02-23,True
Long Journey,Rod Wave,6248.0,524752.0,26215354.0,2.0,15.0,237120.5,172649.0,2023-09-15,True
Die A Happy Man,Thomas Rhett,53548.0,22066757.0,622198235.0,56.0,13.0,16131.0,2864850.0,2015-01-01,True
Dah Dah DahDah,Nardo Wick,53038.0,20272136.0,142262820.0,18.0,3.0,25942.0,854584.0,2022-07-22,True
Cab In A Solo,Scotty McCreery,2375.0,2311705.0,11614161.0,3.0,15.0,237120.5,311403.0,2023-08-18,True
Sï¿½ï¿½,Anuel AA,45002.0,9737159.0,200764254.0,35.0,4.0,42446.0,447896.0,2021-11-18,True
Bachke Bachke (feat. Yarah),Karan Aujla,6899.0,2394704.0,53303131.0,3.0,15.0,237120.5,88579.0,2023-08-18,False
Fed Up,Ghostemane,71843.0,10101641.0,219841054.0,3.0,1.0,18907.0,1998537.0,2020-10-21,True
Slide,H.E.R.,50674.0,7520303.0,224529894.0,43.0,13.0,19900.0,2404340.0,2019-09-27,True
"Udd Jaa Kaale Kaava (From ""Gadar 2"")",Udit Narayan,392.0,329325.0,4527224.0,4.0,15.0,237120.5,24030.0,2023-06-29,False
Be The One,Eli Brown,34283.0,39325226.0,75309953.0,20.0,14.0,152042.0,330883.0,2023-03-31,True
Top 10 staTues tHat CriEd bloOd,Bring Me The Horizon,1675.0,21053939.0,13330547.0,23.0,13.0,359329.0,18299.0,2024-05-24,False
This City,Sam Fischer,74321.0,32015799.0,633467655.0,109.0,44.0,297171.0,1565404.0,2018-01-19,True
Os Bico Tï¿½ï¿½o Se Perguntando (Letï¿½ï¿½,MC PH,15020.0,12049822.0,131981248.0,8.0,12.0,221427.0,99846.0,2023-04-07,False
Last Time I Saw You,Nicki Minaj,12490.0,4973699.0,66513420.0,27.0,13.0,357821.0,356162.0,2023-09-01,True
Precision,Big Sean,2152.0,10280933.0,7569031.0,23.0,8.0,112913.0,123954.0,2024-03-22,False
Did Me Wrong,A Boogie Wit da Hoodie,13096.0,12843743.0,32916107.0,5.0,15.0,237120.5,370210.0,2023-09-08,True
Cry No More (feat. Tay Keith),Headie One,3148.0,14042635.0,13712090.0,14.0,18.0,1746831.0,158997.0,2024-04-19,False
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý (Fade),Jeff Satur,6516.0,1169599.0,41494349.0,11.0,15.0,237120.5,76255.0,2022-09-23,False
Get Back,Pop Smoke,123588.0,10315713.0,355137565.0,7.0,3.0,1969.0,1086060.0,2020-02-07,True
Panic Room,Au/Ra,54160.0,11403808.0,256361762.0,26.0,12.0,58691.0,747708.0,2018-02-09,True
DJ BIWIR BEUREUM-BEUREUM JAWER HAYAM PANO COKLAT KOPI SUSU - RUNTAH,DJ MANIKCI REMIX,1599.0,427725.0,5101261.0,28.0,15.0,237120.5,854584.0,2022-08-16,True
2002,Anne-Marie,116.0,163402.0,239850720.0,28.0,15.0,237120.5,854584.0,2018-07-20,True
Baila Conmigo (feat. Kelly Ruiz),Dayvi,76682.0,17689258.0,417257612.0,71.0,30.0,1207372.0,5980614.0,2018-12-28,True
Problemas de um Milionï¿½ï¿,WIU,3323.0,20484664.0,34042262.0,7.0,19.0,12759549.0,71762.0,2024-04-10,False
Noticed,Lil Mosey,114135.0,13562882.0,727014998.0,13.0,16.0,43022.0,1122407.0,2018-07-20,True
Shoota (feat. Lil Uzi Vert),Playboi Carti,165691.0,25912755.0,686323132.0,48.0,7.0,18702.0,964881.0,2018-05-11,True
Happy Birthday,Jovanie,449.0,53427.0,37866.0,28.0,15.0,237120.5,60542.0,2019-03-22,False
The Greatest,Sia,66668.0,19682111.0,669427500.0,49.0,35.0,195266.0,854584.0,2016-01-01,True
Ignite,Alan Walker,61901.0,8272313.0,339954855.0,14.0,6.0,77388.0,2570303.0,2018-05-11,True
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,71478.0,11466134.0,172558590.0,49.0,14.0,547022.0,851112.0,2021-08-27,True
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½ï¿½ï¿½n,408.0,22223.0,1880312.0,28.0,15.0,237120.5,10918.0,2023-09-21,False
Vette Motors,YoungBoy Never Broke Again,16202.0,12738423.0,80585683.0,3.0,1.0,4717.0,854584.0,2022-06-10,True
Only Fine Girl,Spyro,513.0,66602.0,2490826.0,3.0,15.0,237120.5,224804.0,2023-09-29,True
EVIL EMPIRE,Lil Mabu,765.0,183087.0,6097493.0,28.0,15.0,237120.5,56295.0,2024-04-05,False
Overwhelmed,Royal & the Serpent,49325.0,8000164.0,189175699.0,14.0,6.0,74359.0,1456206.0,2020-06-26,True
Good as Hell,Lizzo,76581.0,23235611.0,627625151.0,41.0,36.0,605881.0,5017737.0,2016-03-09,True
Caroline,Aminï¿,121158.0,21027698.0,761038233.0,129.0,18.0,61319.0,3258289.0,2016-03-09,True
Mon ami,Tiesco le sultan,3.0,37.0,9452.0,28.0,15.0,237120.5,19456.0,2023-10-10,False
Zombie Dance with New DB Heroes,D Billions,4.0,3608.0,37396.0,28.0,15.0,237120.5,854584.0,2023-12-08,True
Adictiva,Daddy Yankee,50261.0,14055347.0,428271245.0,34.0,25.0,158052.0,1097094.0,2018-11-09,True
Kitsch,IVE,12540.0,4019167.0,146489854.0,16.0,1.0,35.0,227734.0,2023-03-27,True
Rewrite The Stars,Zac Efron,89520.0,20163755.0,989608207.0,42.0,10.0,9859.0,1889560.0,2017-11-17,True
Hype Boy,NewJeans,37204.0,14531541.0,541018402.0,32.0,4.0,10871.0,474609.0,2022-08-01,True
Enchanted (Taylor's Version),Taylor Swift,23393.0,21692426.0,285889664.0,23.0,2.0,398036.0,326834.0,2023-07-07,True
GUCCI LOS PAï¿½ï,KAROL G,8049.0,3681766.0,121721506.0,10.0,1.0,1666.0,426324.0,2023-02-24,True
Legends Never Die,League of Legends,93643.0,10186393.0,595564275.0,5.0,6.0,48476.0,1393802.0,2017-09-15,True
BLEED,The Kid LAROI,16789.0,14682417.0,66555473.0,19.0,19.0,180096.0,127972.0,2023-11-03,False
IDGAF,Lucixn,1.0,23.0,1577904955.0,28.0,15.0,237120.5,854584.0,2023-02-13,True
Michi Teyu Ku (Overflowing),Fujii Kaze,1766.0,5537845.0,33845527.0,27.0,1.0,9615.0,109995.0,2024-03-14,False
Desde Esa Noche,Thalia,25025.0,10799784.0,322003779.0,27.0,19.0,31834.0,1636139.0,2016-01-29,True
SOS (feat. Aloe Blacc),Avicii,99429.0,20117915.0,763658190.0,143.0,163.0,847295.0,4054017.0,2019-04-10,True
Pulsar Bike,Bheems Ceciroleo,1308.0,893063.0,39057770.0,28.0,15.0,237120.5,16986.0,2023-01-07,False
FRANCHISE (feat. Young Thug & M.I.A.),Travis Scott,79755.0,13755423.0,278032053.0,58.0,21.0,21659.0,1765806.0,2020-09-25,True
Kya Baat Ay,Harrdy Sandhu,10885.0,2902589.0,115373265.0,11.0,1.0,1097.0,297728.0,2018-09-24,True
Do not touch,MISAMO,8260.0,3310476.0,65157999.0,7.0,1.0,15087.0,121995.0,2023-07-14,False
PERSIAN RUGS,PARTYNEXTDOOR,35421.0,6478459.0,113153819.0,21.0,3.0,1596.0,97523.0,2020-10-16,False
Romeo Juliet - Title Song,Akassh,13.0,168.0,15619.0,28.0,15.0,237120.5,3539.0,2024-03-12,False
Ambition For Cash,Key Glock,79303.0,26443727.0,315336758.0,30.0,3.0,7312.0,1286750.0,2021-10-01,True
En Peligro de Extinciï¿½,La Adictiva,20307.0,11542516.0,310742518.0,10.0,2.0,10405.0,1171550.0,2018-05-13,True
Besito,Soy Pau,458.0,44624.0,6220250.0,28.0,15.0,237120.5,16531.0,2023-07-08,False
ýýýýýý,ýýýýýýýýýýýý,4120.0,5907064.0,46945798.0,24.0,1.0,20798.0,161457.0,2024-01-05,False
Be Kind (with Halsey),Marshmello,67417.0,29811087.0,664972754.0,139.0,40.0,340692.0,3200345.0,2020-01-17,True
I GOT YOU,TWICE,3500.0,6710198.0,56463608.0,6.0,7.0,212210.0,90979.0,2024-02-02,False
Zukunft Pink (feat. Inï¿½ï,Peter Fox,43947.0,6669237.0,131713257.0,17.0,10.0,891590.0,638655.0,2022-10-20,True
CCC,Michelle Maciel,15475.0,4201646.0,205855278.0,12.0,10.0,1530824.0,594542.0,2023-05-05,True
Dime,El Malilla,1248.0,57818152.0,40072883.0,8.0,5.0,308308.0,50238.0,2024-04-15,False
Do you like yogurt,Pierce,3.0,433.0,2508.0,28.0,15.0,237120.5,75.0,2023-03-03,False
Electric Love,Bï¿½ï¿,190953.0,46698179.0,1088889743.0,91.0,19.0,10937.0,3713524.0,2014-11-10,True
MR. OCTOBER,Bad Bunny,16712.0,10256270.0,95925842.0,4.0,1.0,171943.0,77503.0,2023-10-13,False
I Can Fix Him (No Really I Can),Taylor Swift,2336.0,7788313.0,92296736.0,9.0,4.0,232212.0,12812.0,2024-04-18,False
Kï¿½ï¿½,Mabel Matiz,648.0,5441452.0,13060347.0,28.0,4.0,1583761.0,854584.0,2024-05-10,True
Jee Ni Lagda,Karan Aujla,7404.0,1780691.0,56798458.0,9.0,15.0,237120.5,74830.0,2023-08-18,False
Sudden Shower,Eclipse,1093.0,11421810.0,25974901.0,17.0,15.0,237120.5,122206.0,2024-04-08,False
Nira Ishq,Guri,5921.0,739326.0,102266938.0,3.0,15.0,237120.5,319625.0,2019-02-21,True
lo que hay x aquï¿,Rels B,28508.0,7355147.0,223617742.0,4.0,3.0,26281.0,409658.0,2023-03-10,True
Los Cachos,Piso 21,27199.0,9782411.0,281927185.0,11.0,18.0,1838124.0,685597.0,2022-07-08,True
Jugnu,Badshah,11105.0,3811972.0,162005746.0,15.0,1.0,509.0,268778.0,2021-10-26,True
NADIE SABE,Bad Bunny,16215.0,2220706.0,86588767.0,4.0,2.0,113738.0,173314.0,2023-10-13,True
nE !?,Lvbel C5,1698.0,3907201.0,24176156.0,4.0,1.0,1566667.0,174070.0,2024-04-12,True
Graduation (with Juice WRLD),benny blanco,63452.0,9753180.0,358055646.0,29.0,6.0,38755.0,761157.0,2019-08-30,True
Fim de Semana no Rio,Teto,32542.0,6206794.0,174165147.0,16.0,13.0,95640.0,50042.0,2022-03-30,False
Best Time,Brent Faiyaz,17828.0,12635199.0,149609501.0,6.0,3.0,503509.0,185310.0,2023-10-27,True
Hot N*gga,Bobby Shmurda,122568.0,20199078.0,491313680.0,70.0,21.0,314599.0,4169134.0,2014-07-25,True
No Sufrirï¿½ï¿½ por Nadie - R,Joaquin Guiller,2537.0,558526.0,18550706.0,28.0,15.0,237120.5,256826.0,2023-03-03,True
For Tonight,Giveon,46330.0,19899069.0,259405297.0,49.0,37.0,415938.0,1255610.0,2021-09-24,True
Barely Holdin' On,Polo G,22225.0,4792493.0,49246411.0,7.0,14.0,173920.0,278504.0,2023-08-18,True
Lihim,Arthur Miguel,4215.0,13721864.0,68411628.0,4.0,15.0,237120.5,21919.0,2023-07-28,False
Shake It Off (Taylor's Version),Taylor Swift,10228.0,19750632.0,118707702.0,72.0,6.0,434902.0,118791.0,2023-10-26,False
DICE AND ROLL,Odetari,2998.0,8168809.0,34391822.0,2.0,15.0,237120.5,164696.0,2024-03-20,False
Clara Bow,Taylor Swift,2267.0,5904252.0,83518075.0,8.0,15.0,237120.5,19572.0,2024-04-18,False
Witchy (feat. Childish Gambino),KAYTRANADA,683.0,29671686.0,3663303.0,43.0,19.0,1049073.0,7961.0,2024-06-07,False
Quiï¿½ï¿½reme Mientras Se P,Manuel Turizo,38826.0,10338131.0,467670966.0,26.0,21.0,270874.0,918617.0,2020-05-01,True
About Damn Time,Lizzo,22663.0,8235045.0,846772236.0,28.0,12.0,330249.0,854584.0,2022-07-15,True
0800 HEAVEN,Nathan Dawe,14429.0,12456842.0,68189858.0,44.0,19.0,184386.0,521658.0,2023-06-09,True
Elegï¿½ï¿½ (feat. Dï¿½ï¿½me,Rauw Alejandro,57496.0,13084955.0,439049524.0,44.0,13.0,248530.0,568549.0,2020-03-26,True
Hallelujah,Pentatonix,47499.0,20527523.0,441916342.0,96.0,35.0,359611.0,2127258.0,2016-10-21,True
You can't control my heart,Kurochuu,2.0,2190.0,24071511.0,28.0,15.0,237120.5,854584.0,2024-06-09,True
March Madness,Future,46212.0,10914718.0,169574765.0,72.0,4.0,36847.0,1488185.0,2015-03-21,True
Never Gonna Not Dance Again,P!nk,1991.0,492746.0,162054666.0,26.0,1.0,6197.0,854584.0,2022-11-03,True
Que Calor (with J Balvin & El Alfa),Major Lazer,78546.0,20739392.0,433664050.0,126.0,55.0,854505.0,4070551.0,2018-10-19,True
Make No Sense,YoungBoy Never Broke Again,117843.0,15973142.0,404692736.0,31.0,5.0,5996.0,846798.0,2019-10-11,True
STARGAZING,Travis Scott,140977.0,21048687.0,740409304.0,50.0,17.0,210105.0,1402381.0,2018-08-03,True
WTFYM,Future,5834.0,2628670.0,17192758.0,4.0,15.0,237120.5,854584.0,2024-03-22,True
All My Life,Falling In Reverse,471.0,11007124.0,4094651.0,8.0,3.0,196154.0,20319.0,2024-06-06,False
Munch (Feelinï¿½ï¿½,Ice Spice,35905.0,9102015.0,133459011.0,36.0,6.0,123087.0,689568.0,2022-08-10,True
If You Want Love,NF,78449.0,16977422.0,493699616.0,15.0,4.0,14200.0,1344159.0,2017-10-06,True
Humpty Dumpty,Lo Greco Bros,4.0,271.0,239850720.0,28.0,15.0,237120.5,854584.0,2022-07-22,True
Revenge,XXXTENTACION,184465.0,30276013.0,1356969354.0,7.0,4.0,164055.0,2258367.0,2017-08-25,True
Savage Love,Jason Derulo,8.0,102.0,3369.0,28.0,15.0,237120.5,854584.0,2020-05-05,True
White Iverson,Post Malone,158507.0,27779312.0,1135209969.0,115.0,28.0,122510.0,4346795.0,2013-06-13,True
Hola - Remix,Dalex,87957.0,23915679.0,708615717.0,38.0,18.0,128629.0,1526884.0,2019-11-01,True
The Black Dog,Taylor Swift,2325.0,7529867.0,81662552.0,8.0,1.0,2842.0,854584.0,2024-04-19,True
Say Something (feat. Chris Stapleton),Justin Timberlake,60774.0,17047156.0,505748520.0,61.0,40.0,461856.0,6318285.0,2018-01-25,True
Hoa Cï¿½ï¿½ï,Phong Max,962.0,77885.0,4168391.0,28.0,15.0,237120.5,14755.0,2023-04-25,False
